Time,Datapoint
2013-08-28 1:10:51,48.3871,0
2013-08-28 1:10:52,50.4202,0
2013-08-28 1:10:53,45.8015,0
2013-08-28 1:10:55,44.4444,0
2013-08-28 1:10:56,42.8571,0
2013-08-28 1:10:57,44.1176,0
2013-08-28 1:10:59,39.7351,0
2013-08-28 1:11:0,46.1538,0
2013-08-28 1:11:2,53.0973,0
2013-08-28 1:11:10,66.6667,1
2013-08-28 1:11:11,69.7674,0
2013-08-28 1:11:12,70.5882,0
2013-08-28 1:11:12,68.1818,0
2013-08-28 1:11:13,68.1818,0
2013-08-28 1:11:14,71.4286,0
2013-08-28 1:11:15,71.4286,0
2013-08-28 1:11:16,73.1707,0
2013-08-28 1:11:17,75,0
2013-08-28 1:11:17,75.9494,0
2013-08-28 1:11:18,75.9494,0
2013-08-28 1:11:19,76.9231,0
2013-08-28 1:11:20,77.9221,0
2013-08-28 1:11:21,76.9231,0
2013-08-28 1:11:21,78.9474,0
2013-08-28 1:11:22,78.9474,0
2013-08-28 1:11:23,78.9474,0
2013-08-28 1:11:28,58.8235,1
2013-08-28 1:11:29,58.8235,0
2013-08-28 1:11:30,61.8557,0
2013-08-28 1:11:31,60.6061,0
2013-08-28 1:11:34,52.1739,1
2013-08-28 1:11:37,50.8475,1
2013-08-28 1:11:38,51.7241,0
2013-08-28 1:11:39,51.7241,0
2013-08-28 1:11:40,52.6316,0
2013-08-28 1:11:41,51.2821,0
2013-08-28 1:11:42,49.1803,0
2013-08-28 1:11:44,45.4545,0
2013-08-28 1:11:45,46.5116,0
2013-08-28 1:11:46,45.4545,0
2013-08-28 1:11:48,45.8015,0
2013-08-28 1:11:49,55.5556,0
2013-08-28 1:11:50,57.6923,0
2013-08-28 1:11:51,53.0973,0
2013-08-28 1:11:52,48.3871,0
2013-08-28 1:11:53,45.8015,0
2013-08-28 1:11:55,48,0
2013-08-28 1:11:56,49.1803,0
2013-08-28 1:11:57,51.7241,0
2013-08-28 1:11:58,44.7761,0
2013-08-28 1:12:0,47.619,0
2013-08-28 1:12:1,44.1176,0
2013-08-28 1:12:2,50,0
2013-08-28 1:12:3,47.2441,0
2013-08-28 1:12:5,48,0
2013-08-28 1:12:6,46.5116,0
2013-08-28 1:12:7,48,0
2013-08-28 1:12:9,42.8571,0
2013-08-28 1:12:10,48.3871,0
2013-08-28 1:12:11,45.4545,0
2013-08-28 1:12:12,49.1803,0
2013-08-28 1:12:14,45.8015,0
2013-08-28 1:12:15,43.4783,0
2013-08-28 1:12:16,46.5116,0
2013-08-28 1:12:18,41.958,0
2013-08-28 1:12:19,45.8015,0
2013-08-28 1:12:20,45.8015,0
2013-08-28 1:12:22,46.1538,0
2013-08-28 1:12:23,50,0
2013-08-28 1:12:32,88.2353,1
2013-08-28 1:12:33,89.5522,0
2013-08-28 1:12:34,83.3333,0
2013-08-28 1:12:35,83.3333,0
2013-08-28 1:12:35,80,0
2013-08-28 1:12:36,78.9474,0
2013-08-28 1:12:37,80,0
2013-08-28 1:12:38,78.9474,0
2013-08-28 1:12:38,73.1707,0
2013-08-28 1:12:41,67.4157,1
2013-08-28 1:12:42,68.1818,0
2013-08-28 1:12:43,64.5161,0
2013-08-28 1:12:44,63.8298,0
2013-08-28 1:12:45,63.8298,0
2013-08-28 1:12:47,60.6061,1
2013-08-28 1:12:48,63.8298,0
2013-08-28 1:12:51,55.0459,1
2013-08-28 1:12:53,56.0748,1
2013-08-28 1:12:54,54.5455,0
2013-08-28 1:12:57,51.7241,1
2013-08-28 1:12:58,50,0
2013-08-28 1:12:59,55.0459,0
2013-08-28 1:13:0,49.5868,0
2013-08-28 1:13:1,55.0459,0
2013-08-28 1:13:2,50.4202,0
2013-08-28 1:13:3,52.6316,0
2013-08-28 1:13:5,46.875,0
2013-08-28 1:13:6,48.3871,0
2013-08-28 1:13:7,44.4444,0
2013-08-28 1:13:8,46.875,0
2013-08-28 1:13:10,46.1538,0
2013-08-28 1:13:11,48.7805,0
2013-08-28 1:13:12,48,0
2013-08-28 1:13:14,45.4545,0
2013-08-28 1:13:15,54.0541,0
2013-08-28 1:13:22,76.9231,1
2013-08-28 1:13:23,77.9221,0
2013-08-28 1:13:23,78.9474,0
2013-08-28 1:13:26,83.3333,1
2013-08-28 1:13:32,56.6038,1
2013-08-28 1:13:34,57.6923,1
2013-08-28 1:13:35,55.5556,0
2013-08-28 1:13:36,57.6923,0
2013-08-28 1:13:37,55.0459,0
2013-08-28 1:13:38,52.6316,0
2013-08-28 1:13:39,58.2524,0
2013-08-28 1:13:40,56.0748,0
2013-08-28 1:13:41,51.7241,0
2013-08-28 1:13:43,53.0973,0
2013-08-28 1:13:44,50.8475,0
2013-08-28 1:13:45,54.0541,0
2013-08-28 1:13:46,51.2821,0
2013-08-28 1:13:47,53.5714,0
2013-08-28 1:13:48,52.1739,0
2013-08-28 1:13:49,54.0541,0
2013-08-28 1:13:51,51.7241,0
2013-08-28 1:13:52,53.5714,0
2013-08-28 1:13:53,52.1739,0
2013-08-28 1:13:54,52.6316,0
2013-08-28 1:13:55,50,0
2013-08-28 1:13:56,50,0
2013-08-28 1:13:58,50.4202,0
2013-08-28 1:13:59,49.5868,0
2013-08-28 1:14:0,48.7805,0
2013-08-28 1:14:1,48.3871,0
2013-08-28 1:14:2,50,0
2013-08-28 1:14:4,51.7241,0
2013-08-28 1:14:5,49.1803,0
2013-08-28 1:14:6,49.1803,0
2013-08-28 1:14:7,45.4545,0
2013-08-28 1:14:9,46.875,0
2013-08-28 1:14:10,48.3871,0
2013-08-28 1:14:11,48.7805,0
2013-08-28 1:14:12,46.1538,0
2013-08-28 1:14:14,46.1538,0
2013-08-28 1:14:15,46.1538,0
2013-08-28 1:14:16,48,0
2013-08-28 1:14:17,47.619,0
2013-08-28 1:14:19,47.2441,0
2013-08-28 1:14:20,48,0
2013-08-28 1:14:21,46.875,0
2013-08-28 1:14:28,73.1707,1
2013-08-28 1:14:29,75,0
2013-08-28 1:14:30,74.0741,0
2013-08-28 1:14:31,69.7674,0
2013-08-28 1:14:32,68.1818,0
2013-08-28 1:14:33,70.5882,0
2013-08-28 1:14:34,71.4286,0
2013-08-28 1:14:34,69.7674,0
2013-08-28 1:14:35,72.2892,0
2013-08-28 1:14:36,74.0741,0
2013-08-28 1:14:37,72.2892,0
2013-08-28 1:14:38,71.4286,0
2013-08-28 1:14:39,72.2892,0
2013-08-28 1:14:39,73.1707,0
2013-08-28 1:14:40,68.1818,0
2013-08-28 1:14:41,71.4286,0
2013-08-28 1:14:42,68.1818,0
2013-08-28 1:14:43,69.7674,0
2013-08-28 1:14:44,71.4286,0
2013-08-28 1:14:44,68.1818,0
2013-08-28 1:14:45,72.2892,0
2013-08-28 1:14:46,71.4286,0
2013-08-28 1:14:47,70.5882,0
2013-08-28 1:14:48,72.2892,0
2013-08-28 1:14:49,71.4286,0
2013-08-28 1:14:50,73.1707,0
2013-08-28 1:14:50,75,0
2013-08-28 1:14:51,75,0
2013-08-28 1:14:52,75.9494,0
2013-08-28 1:14:53,75,0
2013-08-28 1:14:54,76.9231,0
2013-08-28 1:14:54,76.9231,0
2013-08-28 1:14:55,77.9221,0
2013-08-28 1:14:56,78.9474,0
2013-08-28 1:14:57,83.3333,0
2013-08-28 1:14:57,84.507,0
2013-08-28 1:14:58,86.9565,0
2013-08-28 1:14:59,88.2353,0
2013-08-28 1:14:59,84.507,0
2013-08-28 1:15:8,56.0748,1
2013-08-28 1:15:12,51.7241,1
2013-08-28 1:15:13,49.5868,0
2013-08-28 1:15:15,48.7805,0
2013-08-28 1:15:16,48.7805,0
2013-08-28 1:15:17,48.7805,0
2013-08-28 1:15:18,49.1803,0
2013-08-28 1:15:20,48.7805,0
2013-08-28 1:15:21,50,0
2013-08-28 1:15:22,48.3871,0
2013-08-28 1:15:23,50,0
2013-08-28 1:15:24,48,0
2013-08-28 1:15:26,43.4783,0
2013-08-28 1:15:27,46.5116,0
2013-08-28 1:15:28,47.619,0
2013-08-28 1:15:30,45.4545,0
2013-08-28 1:15:31,45.8015,0
2013-08-28 1:15:32,44.7761,0
2013-08-28 1:15:34,47.2441,0
2013-08-28 1:15:35,49.1803,0
2013-08-28 1:15:36,48.7805,0
2013-08-28 1:15:37,48,0
2013-08-28 1:15:39,49.5868,0
2013-08-28 1:15:40,55.0459,0
2013-08-28 1:15:41,50,0
2013-08-28 1:15:42,49.1803,0
2013-08-28 1:15:43,50.8475,0
2013-08-28 1:15:44,56.6038,0
2013-08-28 1:15:53,82.1918,1
2013-08-28 1:15:54,78.9474,0
2013-08-28 1:15:54,83.3333,0
2013-08-28 1:15:55,85.7143,0
2013-08-28 1:15:58,92.3077,1
2013-08-28 1:15:59,92.3077,0
2013-08-28 1:16:0,86.9565,0
2013-08-28 1:16:0,82.1918,0
2013-08-28 1:16:1,76.9231,0
2013-08-28 1:16:2,75.9494,0
2013-08-28 1:16:3,77.9221,0
2013-08-28 1:16:3,78.9474,0
2013-08-28 1:16:4,75,0
2013-08-28 1:16:7,73.1707,1
2013-08-28 1:16:8,74.0741,0
2013-08-28 1:16:8,74.0741,0
2013-08-28 1:16:9,72.2892,0
2013-08-28 1:16:10,75,0
2013-08-28 1:16:11,75.9494,0
2013-08-28 1:16:12,75,0
2013-08-28 1:16:12,74.0741,0
2013-08-28 1:16:13,75,0
2013-08-28 1:16:14,77.9221,0
2013-08-28 1:16:15,75.9494,0
2013-08-28 1:16:19,62.5,1
2013-08-28 1:16:20,62.5,0
2013-08-28 1:16:25,54.0541,1
2013-08-28 1:16:26,54.5455,0
2013-08-28 1:16:27,55.5556,0
2013-08-28 1:16:28,54.5455,0
2013-08-28 1:16:30,55.5556,0
2013-08-28 1:16:31,53.5714,0
2013-08-28 1:16:32,52.6316,0
2013-08-28 1:16:33,52.1739,0
2013-08-28 1:16:34,52.6316,0
2013-08-28 1:16:35,50.8475,0
2013-08-28 1:16:36,51.2821,0
2013-08-28 1:16:38,52.6316,0
2013-08-28 1:16:39,51.7241,0
2013-08-28 1:16:40,53.5714,0
2013-08-28 1:16:41,52.6316,0
2013-08-28 1:16:42,52.1739,0
2013-08-28 1:16:43,50.8475,0
2013-08-28 1:16:44,51.2821,0
2013-08-28 1:16:46,50,0
2013-08-28 1:16:51,70.5882,1
2013-08-28 1:16:52,73.1707,0
2013-08-28 1:16:53,72.2892,0
2013-08-28 1:16:53,73.1707,0
2013-08-28 1:16:54,69.7674,0
2013-08-28 1:16:55,68.9655,0
2013-08-28 1:16:56,68.1818,0
2013-08-28 1:16:57,63.8298,0
2013-08-28 1:16:58,58.8235,0
2013-08-28 1:17:0,56.6038,1
2013-08-28 1:17:1,57.6923,0
2013-08-28 1:17:2,60,0
2013-08-28 1:17:3,60.6061,0
2013-08-28 1:17:4,63.1579,0
2013-08-28 1:17:5,54.0541,0
2013-08-28 1:17:6,55.5556,0
2013-08-28 1:17:7,52.6316,0
2013-08-28 1:17:8,52.1739,0
2013-08-28 1:17:9,54.0541,0
2013-08-28 1:17:11,56.0748,0
2013-08-28 1:17:12,57.6923,0
2013-08-28 1:17:13,56.0748,0
2013-08-28 1:17:14,52.6316,0
2013-08-28 1:17:15,53.0973,0
2013-08-28 1:17:16,51.2821,0
2013-08-28 1:17:17,50.4202,0
2013-08-28 1:17:18,48.7805,0
2013-08-28 1:17:20,51.2821,0
2013-08-28 1:17:21,51.2821,0
2013-08-28 1:17:22,53.0973,0
2013-08-28 1:17:23,54.0541,0
2013-08-28 1:17:24,52.1739,0
2013-08-28 1:17:25,50,0
2013-08-28 1:17:27,49.1803,0
2013-08-28 1:17:28,48,0
2013-08-28 1:17:29,51.7241,0
2013-08-28 1:17:30,52.6316,0
2013-08-28 1:17:31,53.5714,0
2013-08-28 1:17:32,55.0459,0
2013-08-28 1:17:34,52.6316,0
2013-08-28 1:17:35,48,0
2013-08-28 1:17:36,45.4545,0
2013-08-28 1:17:37,44.7761,0
2013-08-28 1:17:39,47.619,0
2013-08-28 1:17:40,46.875,0
2013-08-28 1:17:41,48,0
2013-08-28 1:17:42,48,0
2013-08-28 1:17:44,46.1538,0
2013-08-28 1:17:45,46.5116,0
2013-08-28 1:17:46,48.3871,0
2013-08-28 1:17:47,45.8015,0
2013-08-28 1:17:49,46.1538,0
2013-08-28 1:17:50,49.1803,0
2013-08-28 1:17:51,48,0
2013-08-28 1:17:53,47.2441,0
2013-08-28 1:17:54,53.5714,0
2013-08-28 1:18:8,96.7742,1
2013-08-28 1:18:8,98.3607,0
2013-08-28 1:18:9,98.3607,0
2013-08-28 1:18:9,96.7742,0
2013-08-28 1:18:10,96.7742,0
2013-08-28 1:18:11,96.7742,0
2013-08-28 1:18:11,92.3077,0
2013-08-28 1:18:12,90.9091,0
2013-08-28 1:18:13,90.9091,0
2013-08-28 1:18:13,90.9091,0
2013-08-28 1:18:14,90.9091,0
2013-08-28 1:18:15,90.9091,0
2013-08-28 1:18:15,85.7143,0
2013-08-28 1:18:19,76.9231,1
2013-08-28 1:18:23,70.5882,1
2013-08-28 1:18:24,70.5882,0
2013-08-28 1:18:26,68.9655,1
2013-08-28 1:18:27,65.9341,0
2013-08-28 1:18:28,65.2174,0
2013-08-28 1:18:29,67.4157,0
2013-08-28 1:18:30,68.1818,0
2013-08-28 1:18:31,66.6667,0
2013-08-28 1:18:32,74.0741,0
2013-08-28 1:18:33,76.9231,0
2013-08-28 1:18:33,76.9231,0
2013-08-28 1:18:36,75,1
2013-08-28 1:18:37,76.9231,0
2013-08-28 1:18:37,73.1707,0
2013-08-28 1:18:38,75.9494,0
2013-08-28 1:18:39,77.9221,0
2013-08-28 1:18:40,78.9474,0
2013-08-28 1:18:41,81.0811,0
2013-08-28 1:18:41,78.9474,0
2013-08-28 1:18:42,75,0
2013-08-28 1:18:43,77.9221,0
2013-08-28 1:18:44,80,0
2013-08-28 1:18:44,80,0
2013-08-28 1:18:45,80,0
2013-08-28 1:18:46,77.9221,0
2013-08-28 1:18:47,72.2892,0
2013-08-28 1:18:48,75.9494,0
2013-08-28 1:18:48,78.9474,0
2013-08-28 1:18:49,78.9474,0
2013-08-28 1:18:50,78.9474,0
2013-08-28 1:18:51,77.9221,0
2013-08-28 1:18:51,76.9231,0
2013-08-28 1:18:52,76.9231,0
2013-08-28 1:18:53,76.9231,0
2013-08-28 1:18:54,72.2892,0
2013-08-28 1:18:55,68.9655,0
2013-08-28 1:18:55,66.6667,0
2013-08-28 1:18:56,69.7674,0
2013-08-28 1:18:57,69.7674,0
2013-08-28 1:18:58,65.9341,0
2013-08-28 1:18:59,63.1579,0
2013-08-28 1:19:2,58.8235,1
2013-08-28 1:19:3,58.2524,0
2013-08-28 1:19:4,59.4059,0
2013-08-28 1:19:5,63.1579,0
2013-08-28 1:19:6,62.5,0
2013-08-28 1:19:8,58.2524,1
2013-08-28 1:19:9,60,0
2013-08-28 1:19:10,59.4059,0
2013-08-28 1:19:11,62.5,0
2013-08-28 1:19:12,61.8557,0
2013-08-28 1:19:13,65.9341,0
2013-08-28 1:19:14,65.2174,0
2013-08-28 1:19:15,60.6061,0
2013-08-28 1:19:16,66.6667,0
2013-08-28 1:19:17,59.4059,0
2013-08-28 1:19:19,74.0741,1
2013-08-28 1:19:21,63.1579,1
2013-08-28 1:19:22,65.2174,0
2013-08-28 1:19:23,66.6667,0
2013-08-28 1:19:24,63.1579,0
2013-08-28 1:19:25,66.6667,0
2013-08-28 1:19:26,65.2174,0
2013-08-28 1:19:27,61.2245,0
2013-08-28 1:19:28,63.8298,0
2013-08-28 1:19:29,60,0
2013-08-28 1:19:30,54.5455,0
2013-08-28 1:19:32,52.6316,1
2013-08-28 1:19:33,53.0973,0
2013-08-28 1:19:34,54.5455,0
2013-08-28 1:19:35,55.0459,0
2013-08-28 1:19:36,51.2821,0
2013-08-28 1:19:38,51.7241,0
2013-08-28 1:19:39,51.2821,0
2013-08-28 1:19:40,52.1739,0
2013-08-28 1:19:41,47.2441,0
2013-08-28 1:19:42,46.5116,0
2013-08-28 1:19:44,47.619,0
2013-08-28 1:19:45,47.2441,0
2013-08-28 1:19:46,48,0
2013-08-28 1:19:47,48.3871,0
2013-08-28 1:19:49,47.619,0
2013-08-28 1:19:50,46.875,0
2013-08-28 1:19:51,48.3871,0
2013-08-28 1:19:52,46.1538,0
2013-08-28 1:19:54,47.2441,0
2013-08-28 1:19:55,45.1128,0
2013-08-28 1:19:56,45.1128,0
2013-08-28 1:19:58,48.7805,0
2013-08-28 1:19:59,48.7805,0
2013-08-28 1:20:0,48,0
2013-08-28 1:20:1,48.3871,0
2013-08-28 1:20:3,48.7805,0
2013-08-28 1:20:4,47.2441,0
2013-08-28 1:20:5,46.5116,0
2013-08-28 1:20:6,46.875,0
2013-08-28 1:20:8,46.875,0
2013-08-28 1:20:9,48.3871,0
2013-08-28 1:20:10,48.3871,0
2013-08-28 1:20:11,48,0
2013-08-28 1:20:13,49.1803,0
2013-08-28 1:20:14,49.5868,0
2013-08-28 1:20:15,48.7805,0
2013-08-28 1:20:16,46.875,0
2013-08-28 1:20:18,47.619,0
2013-08-28 1:20:19,50,0
2013-08-28 1:20:20,48.7805,0
2013-08-28 1:20:21,50.4202,0
2013-08-28 1:20:23,51.2821,0
2013-08-28 1:20:24,49.5868,0
2013-08-28 1:20:25,50,0
2013-08-28 1:20:26,53.0973,0
2013-08-28 1:20:27,52.1739,0
2013-08-28 1:20:35,76.9231,1
2013-08-28 1:20:36,77.9221,0
2013-08-28 1:20:37,78.9474,0
2013-08-28 1:20:37,82.1918,0
2013-08-28 1:20:39,86.9565,1
2013-08-28 1:20:40,85.7143,0
2013-08-28 1:20:41,75.9494,0
2013-08-28 1:20:42,67.4157,0
2013-08-28 1:20:44,67.4157,1
2013-08-28 1:20:45,66.6667,0
2013-08-28 1:20:46,65.9341,0
2013-08-28 1:20:47,70.5882,0
2013-08-28 1:20:48,72.2892,0
2013-08-28 1:20:49,71.4286,0
2013-08-28 1:20:50,68.1818,0
2013-08-28 1:20:51,61.8557,0
2013-08-28 1:20:51,63.1579,0
2013-08-28 1:20:52,63.8298,0
2013-08-28 1:20:53,62.5,0
2013-08-28 1:20:54,65.9341,0
2013-08-28 1:20:55,63.1579,0
2013-08-28 1:20:57,59.4059,1
2013-08-28 1:20:58,57.1429,0
2013-08-28 1:20:59,57.1429,0
2013-08-28 1:21:0,57.1429,0
2013-08-28 1:21:4,52.1739,1
2013-08-28 1:21:5,52.6316,0
2013-08-28 1:21:6,52.6316,0
2013-08-28 1:21:7,55.0459,0
2013-08-28 1:21:8,54.0541,0
2013-08-28 1:21:9,57.1429,0
2013-08-28 1:21:10,52.6316,0
2013-08-28 1:21:12,51.7241,0
2013-08-28 1:21:13,52.6316,0
2013-08-28 1:21:14,51.2821,0
2013-08-28 1:21:15,51.2821,0
2013-08-28 1:21:16,50.4202,0
2013-08-28 1:21:17,49.1803,0
2013-08-28 1:21:19,48,0
2013-08-28 1:21:20,49.5868,0
2013-08-28 1:21:21,50.8475,0
2013-08-28 1:21:22,52.1739,0
2013-08-28 1:21:23,50,0
2013-08-28 1:21:25,51.7241,0
2013-08-28 1:21:26,50.8475,0
2013-08-28 1:21:27,52.1739,0
2013-08-28 1:21:28,48.7805,0
2013-08-28 1:21:29,55.0459,0
2013-08-28 1:21:30,62.5,0
2013-08-28 1:21:42,61.8557,1
2013-08-28 1:21:43,60.6061,0
2013-08-28 1:21:44,60.6061,0
2013-08-28 1:21:45,62.5,0
2013-08-28 1:21:46,63.8298,0
2013-08-28 1:21:47,63.8298,0
2013-08-28 1:21:48,66.6667,0
2013-08-28 1:21:49,67.4157,0
2013-08-28 1:21:50,70.5882,0
2013-08-28 1:21:51,70.5882,0
2013-08-28 1:21:52,70.5882,0
2013-08-28 1:21:52,70.5882,0
2013-08-28 1:21:53,70.5882,0
2013-08-28 1:21:54,70.5882,0
2013-08-28 1:21:55,69.7674,0
2013-08-28 1:21:56,75,0
2013-08-28 1:21:57,76.9231,0
2013-08-28 1:21:57,75.9494,0
2013-08-28 1:21:58,70.5882,0
2013-08-28 1:21:59,66.6667,0
2013-08-28 1:22:0,61.8557,0
2013-08-28 1:22:1,61.8557,0
2013-08-28 1:22:2,61.2245,0
2013-08-28 1:22:3,58.2524,0
2013-08-28 1:22:4,58.2524,0
2013-08-28 1:22:5,59.4059,0
2013-08-28 1:22:6,58.8235,0
2013-08-28 1:22:7,60,0
2013-08-28 1:22:8,61.2245,0
2013-08-28 1:22:9,60,0
2013-08-28 1:22:10,60.6061,0
2013-08-28 1:22:11,59.4059,0
2013-08-28 1:22:12,60.6061,0
2013-08-28 1:22:13,60,0
2013-08-28 1:22:14,53.5714,0
2013-08-28 1:22:15,55.5556,0
2013-08-28 1:22:16,53.5714,0
2013-08-28 1:22:17,56.6038,0
2013-08-28 1:22:18,55.5556,0
2013-08-28 1:22:19,56.0748,0
2013-08-28 1:22:20,56.0748,0
2013-08-28 1:22:21,55.5556,0
2013-08-28 1:22:23,51.2821,0
2013-08-28 1:22:24,52.1739,0
2013-08-28 1:22:25,53.0973,0
2013-08-28 1:22:26,54.0541,0
2013-08-28 1:22:27,51.2821,0
2013-08-28 1:22:28,59.4059,0
2013-08-28 1:22:34,77.9221,1
2013-08-28 1:22:35,75.9494,0
2013-08-28 1:22:35,73.1707,0
2013-08-28 1:22:36,73.1707,0
2013-08-28 1:22:37,75.9494,0
2013-08-28 1:22:38,78.9474,0
2013-08-28 1:22:39,75,0
2013-08-28 1:22:39,67.4157,0
2013-08-28 1:22:41,63.8298,1
2013-08-28 1:22:42,63.1579,0
2013-08-28 1:22:43,63.1579,0
2013-08-28 1:22:44,63.1579,0
2013-08-28 1:22:45,59.4059,0
2013-08-28 1:22:46,61.8557,0
2013-08-28 1:22:47,61.8557,0
2013-08-28 1:22:48,60.6061,0
2013-08-28 1:22:49,60.6061,0
2013-08-28 1:22:50,60.6061,0
2013-08-28 1:22:51,61.2245,0
2013-08-28 1:22:52,61.2245,0
2013-08-28 1:22:53,57.6923,0
2013-08-28 1:22:54,56.6038,0
2013-08-28 1:22:55,56.6038,0
2013-08-28 1:22:56,55.5556,0
2013-08-28 1:22:57,54.5455,0
2013-08-28 1:22:58,56.6038,0
2013-08-28 1:22:59,57.6923,0
2013-08-28 1:23:1,59.4059,0
2013-08-28 1:23:2,56.0748,0
2013-08-28 1:23:3,54.0541,0
2013-08-28 1:23:4,52.1739,0
2013-08-28 1:23:5,53.5714,0
2013-08-28 1:23:6,51.7241,0
2013-08-28 1:23:7,52.1739,0
2013-08-28 1:23:8,49.1803,0
2013-08-28 1:23:10,48.3871,0
2013-08-28 1:23:11,49.1803,0
2013-08-28 1:23:12,48.7805,0
2013-08-28 1:23:13,48,0
2013-08-28 1:23:14,47.2441,0
2013-08-28 1:23:16,47.619,0
2013-08-28 1:23:17,48,0
2013-08-28 1:23:18,48.3871,0
2013-08-28 1:23:19,48.7805,0
2013-08-28 1:23:21,48.3871,0
2013-08-28 1:23:22,49.5868,0
2013-08-28 1:23:23,45.8015,0
2013-08-28 1:23:24,55.0459,0
2013-08-28 1:23:31,52.6316,1
2013-08-28 1:23:32,61.2245,0
2013-08-28 1:23:33,70.5882,0
2013-08-28 1:23:36,75.9494,1
2013-08-28 1:23:39,53.5714,1
2013-08-28 1:23:40,56.6038,0
2013-08-28 1:23:41,57.1429,0
2013-08-28 1:23:42,60.6061,0
2013-08-28 1:23:43,63.8298,0
2013-08-28 1:23:44,62.5,0
2013-08-28 1:23:45,52.6316,0
2013-08-28 1:23:46,54.0541,0
2013-08-28 1:23:47,56.0748,0
2013-08-28 1:23:48,57.6923,0
2013-08-28 1:23:49,56.0748,0
2013-08-28 1:23:51,57.6923,0
2013-08-28 1:23:52,56.6038,0
2013-08-28 1:23:53,54.0541,0
2013-08-28 1:23:54,53.5714,0
2013-08-28 1:23:55,57.1429,0
2013-08-28 1:23:56,55.5556,0
2013-08-28 1:23:57,55.0459,0
2013-08-28 1:23:58,56.6038,0
2013-08-28 1:23:59,56.0748,0
2013-08-28 1:24:0,54.5455,0
2013-08-28 1:24:1,57.1429,0
2013-08-28 1:24:2,55.5556,0
2013-08-28 1:24:3,55.0459,0
2013-08-28 1:24:5,56.0748,0
2013-08-28 1:24:6,55.0459,0
2013-08-28 1:24:7,55.5556,0
2013-08-28 1:24:8,54.0541,0
2013-08-28 1:24:9,54.0541,0
2013-08-28 1:24:10,54.0541,0
2013-08-28 1:24:11,55.5556,0
2013-08-28 1:24:12,56.0748,0
2013-08-28 1:24:13,54.5455,0
2013-08-28 1:24:14,55.0459,0
2013-08-28 1:24:15,54.5455,0
2013-08-28 1:24:17,52.1739,0
2013-08-28 1:24:18,50.8475,0
2013-08-28 1:24:19,50.4202,0
2013-08-28 1:24:20,50.8475,0
2013-08-28 1:24:21,50,0
2013-08-28 1:24:22,50.4202,0
2013-08-28 1:24:24,54.0541,0
2013-08-28 1:24:25,51.7241,0
2013-08-28 1:24:26,52.1739,0
2013-08-28 1:24:27,50,0
2013-08-28 1:24:28,49.5868,0
2013-08-28 1:24:29,48.3871,0
2013-08-28 1:24:31,49.1803,0
2013-08-28 1:24:32,50.4202,0
2013-08-28 1:24:33,49.5868,0
2013-08-28 1:24:34,53.0973,0
2013-08-28 1:24:42,76.9231,1
2013-08-28 1:24:42,76.9231,0
2013-08-28 1:24:43,75,0
2013-08-28 1:24:44,77.9221,0
2013-08-28 1:24:45,77.9221,0
2013-08-28 1:24:46,76.9231,0
2013-08-28 1:24:46,74.0741,0
2013-08-28 1:24:47,74.0741,0
2013-08-28 1:24:48,73.1707,0
2013-08-28 1:24:49,75,0
2013-08-28 1:24:50,73.1707,0
2013-08-28 1:24:50,73.1707,0
2013-08-28 1:24:51,74.0741,0
2013-08-28 1:24:52,72.2892,0
2013-08-28 1:24:53,74.0741,0
2013-08-28 1:24:54,72.2892,0
2013-08-28 1:24:55,74.0741,0
2013-08-28 1:24:55,74.0741,0
2013-08-28 1:24:56,74.0741,0
2013-08-28 1:24:57,75,0
2013-08-28 1:24:58,75.9494,0
2013-08-28 1:24:59,75.9494,0
2013-08-28 1:24:59,75.9494,0
2013-08-28 1:25:0,75.9494,0
2013-08-28 1:25:1,77.9221,0
2013-08-28 1:25:2,78.9474,0
2013-08-28 1:25:2,83.3333,0
2013-08-28 1:25:3,83.3333,0
2013-08-28 1:25:4,83.3333,0
2013-08-28 1:25:5,84.507,0
2013-08-28 1:25:6,70.5882,1
2013-08-28 1:25:7,69.7674,0
2013-08-28 1:25:13,58.2524,1
2013-08-28 1:25:14,59.4059,0
2013-08-28 1:25:15,58.8235,0
2013-08-28 1:25:16,59.4059,0
2013-08-28 1:25:17,54.5455,0
2013-08-28 1:25:19,53.5714,1
2013-08-28 1:25:20,52.6316,0
2013-08-28 1:25:21,51.2821,0
2013-08-28 1:25:23,53.0973,0
2013-08-28 1:25:24,55.0459,0
2013-08-28 1:25:25,53.5714,0
2013-08-28 1:25:26,54.5455,0
2013-08-28 1:25:27,52.1739,0
2013-08-28 1:25:28,51.7241,0
2013-08-28 1:25:29,49.1803,0
2013-08-28 1:25:31,50.8475,0
2013-08-28 1:25:32,48,0
2013-08-28 1:25:33,48.3871,0
2013-08-28 1:25:34,48.3871,0
2013-08-28 1:25:36,50,0
2013-08-28 1:25:37,49.5868,0
2013-08-28 1:25:38,48.7805,0
2013-08-28 1:25:39,48,0
2013-08-28 1:25:40,44.7761,0
2013-08-28 1:25:42,46.5116,0
2013-08-28 1:25:43,46.875,0
2013-08-28 1:25:44,45.4545,0
2013-08-28 1:25:46,46.875,0
2013-08-28 1:25:47,45.4545,0
2013-08-28 1:25:48,47.2441,0
2013-08-28 1:25:50,46.875,0
2013-08-28 1:25:51,46.5116,0
2013-08-28 1:25:52,48.3871,0
2013-08-28 1:25:53,48,0
