Time,Datapoint
2013-08-28 3:40:36,54.5455,1
2013-08-28 3:40:37,55.5556,0
2013-08-28 3:40:38,53.0973,0
2013-08-28 3:40:39,55.0459,0
2013-08-28 3:40:40,55.5556,0
2013-08-28 3:40:41,53.5714,0
2013-08-28 3:40:42,52.1739,0
2013-08-28 3:40:44,55.0459,0
2013-08-28 3:40:45,55.0459,0
2013-08-28 3:40:46,51.7241,0
2013-08-28 3:40:47,53.5714,0
2013-08-28 3:40:48,50.8475,0
2013-08-28 3:40:49,54.0541,0
2013-08-28 3:40:50,57.6923,0
2013-08-28 3:40:51,57.1429,0
2013-08-28 3:40:52,52.1739,0
2013-08-28 3:40:54,53.5714,0
2013-08-28 3:40:55,54.5455,0
2013-08-28 3:40:56,60.6061,0
2013-08-28 3:40:57,54.0541,0
2013-08-28 3:40:58,53.5714,0
2013-08-28 3:40:59,60,0
2013-08-28 3:41:0,66.6667,0
2013-08-28 3:41:5,71.4286,1
2013-08-28 3:41:5,72.2892,0
2013-08-28 3:41:9,70.5882,1
2013-08-28 3:41:10,73.1707,0
2013-08-28 3:41:11,75.9494,0
2013-08-28 3:41:23,54.5455,1
2013-08-28 3:41:24,56.6038,0
2013-08-28 3:41:25,55.5556,0
2013-08-28 3:41:26,55.5556,0
2013-08-28 3:41:27,53.5714,0
2013-08-28 3:41:28,56.6038,0
2013-08-28 3:41:29,61.2245,0
2013-08-28 3:41:30,58.8235,0
2013-08-28 3:41:31,58.8235,0
2013-08-28 3:41:32,63.8298,0
2013-08-28 3:41:33,64.5161,0
2013-08-28 3:41:34,58.2524,0
2013-08-28 3:41:35,61.2245,0
2013-08-28 3:41:36,56.6038,0
2013-08-28 3:41:37,57.1429,0
2013-08-28 3:41:38,64.5161,0
2013-08-28 3:41:39,68.9655,0
2013-08-28 3:41:41,52.6316,1
2013-08-28 3:41:42,57.1429,0
2013-08-28 3:41:44,61.8557,0
2013-08-28 3:41:44,64.5161,0
2013-08-28 3:41:45,62.5,0
2013-08-28 3:41:46,61.2245,0
2013-08-28 3:41:47,61.8557,0
2013-08-28 3:41:48,57.1429,0
2013-08-28 3:41:49,54.5455,0
2013-08-28 3:41:50,55.0459,0
2013-08-28 3:41:52,54.5455,0
2013-08-28 3:41:53,56.6038,0
2013-08-28 3:41:54,57.1429,0
2013-08-28 3:41:55,53.5714,0
2013-08-28 3:41:56,55.5556,0
2013-08-28 3:41:57,56.0748,0
2013-08-28 3:41:58,54.5455,0
2013-08-28 3:41:59,61.2245,0
2013-08-28 3:42:0,58.8235,0
2013-08-28 3:42:1,57.6923,0
2013-08-28 3:42:2,58.8235,0
2013-08-28 3:42:3,52.1739,0
2013-08-28 3:42:4,51.7241,0
2013-08-28 3:42:6,57.6923,0
2013-08-28 3:42:7,55.5556,0
2013-08-28 3:42:8,50.4202,0
2013-08-28 3:42:9,48,0
2013-08-28 3:42:10,44.7761,0
2013-08-28 3:42:11,47.2441,0
2013-08-28 3:42:13,50,0
2013-08-28 3:42:19,68.1818,1
2013-08-28 3:42:20,66.6667,0
2013-08-28 3:42:21,65.9341,0
2013-08-28 3:42:22,70.5882,0
2013-08-28 3:42:22,72.2892,0
2013-08-28 3:42:23,75.9494,0
2013-08-28 3:42:24,75.9494,0
2013-08-28 3:42:25,76.9231,0
2013-08-28 3:42:26,68.1818,0
2013-08-28 3:42:30,56.0748,1
2013-08-28 3:42:31,60.6061,0
2013-08-28 3:42:32,63.1579,0
2013-08-28 3:42:33,61.8557,0
2013-08-28 3:42:34,58.2524,0
2013-08-28 3:42:35,57.1429,0
2013-08-28 3:42:36,58.8235,0
2013-08-28 3:42:37,61.2245,0
2013-08-28 3:42:38,60.6061,0
2013-08-28 3:42:39,56.0748,0
2013-08-28 3:42:40,58.2524,0
2013-08-28 3:42:41,60,0
2013-08-28 3:42:42,63.8298,0
2013-08-28 3:42:43,65.2174,0
2013-08-28 3:42:44,61.8557,0
2013-08-28 3:42:45,63.8298,0
2013-08-28 3:42:46,64.5161,0
2013-08-28 3:42:47,61.8557,0
2013-08-28 3:42:48,57.1429,0
2013-08-28 3:42:49,59.4059,0
2013-08-28 3:42:50,57.6923,0
2013-08-28 3:42:51,54.0541,0
2013-08-28 3:42:52,56.6038,0
2013-08-28 3:42:53,60.6061,0
2013-08-28 3:42:54,58.2524,0
2013-08-28 3:42:55,54.5455,0
2013-08-28 3:42:56,58.2524,0
2013-08-28 3:42:57,53.0973,0
2013-08-28 3:42:58,49.1803,0
2013-08-28 3:43:0,51.2821,0
2013-08-28 3:43:1,49.1803,0
2013-08-28 3:43:2,51.2821,0
2013-08-28 3:43:3,51.7241,0
2013-08-28 3:43:4,53.0973,0
2013-08-28 3:43:6,57.1429,0
2013-08-28 3:43:7,56.6038,0
2013-08-28 3:43:8,53.5714,0
2013-08-28 3:43:9,54.0541,0
2013-08-28 3:43:10,50,0
2013-08-28 3:43:11,50.4202,0
2013-08-28 3:43:12,51.7241,0
2013-08-28 3:43:13,51.2821,0
2013-08-28 3:43:15,56.6038,0
2013-08-28 3:43:16,53.0973,0
2013-08-28 3:43:17,52.1739,0
2013-08-28 3:43:18,59.4059,0
2013-08-28 3:43:19,64.5161,0
2013-08-28 3:43:22,68.1818,1
2013-08-28 3:43:22,63.8298,0
2013-08-28 3:43:26,67.4157,1
2013-08-28 3:43:27,64.5161,0
2013-08-28 3:43:28,65.9341,0
2013-08-28 3:43:28,65.9341,0
2013-08-28 3:43:29,67.4157,0
2013-08-28 3:43:30,66.6667,0
2013-08-28 3:43:31,67.4157,0
2013-08-28 3:43:32,68.1818,0
2013-08-28 3:43:33,67.4157,0
2013-08-28 3:43:34,66.6667,0
2013-08-28 3:43:35,65.9341,0
2013-08-28 3:43:36,64.5161,0
2013-08-28 3:43:37,66.6667,0
2013-08-28 3:43:37,69.7674,0
2013-08-28 3:43:40,72.2892,1
2013-08-28 3:43:41,69.7674,0
2013-08-28 3:43:41,68.9655,0
2013-08-28 3:43:42,64.5161,0
2013-08-28 3:43:43,62.5,0
2013-08-28 3:43:44,65.2174,0
2013-08-28 3:43:45,63.1579,0
2013-08-28 3:43:46,60.6061,0
2013-08-28 3:43:47,65.2174,0
2013-08-28 3:43:48,61.8557,0
2013-08-28 3:43:49,63.1579,0
2013-08-28 3:43:50,65.9341,0
2013-08-28 3:43:51,63.1579,0
2013-08-28 3:43:52,62.5,0
2013-08-28 3:43:53,61.2245,0
2013-08-28 3:43:54,65.9341,0
2013-08-28 3:43:55,63.1579,0
2013-08-28 3:43:56,59.4059,0
2013-08-28 3:43:57,65.2174,0
2013-08-28 3:43:58,63.8298,0
2013-08-28 3:43:58,63.8298,0
2013-08-28 3:43:59,65.2174,0
2013-08-28 3:44:0,65.9341,0
2013-08-28 3:44:1,60,0
2013-08-28 3:44:2,57.6923,0
2013-08-28 3:44:3,61.2245,0
2013-08-28 3:44:4,60,0
2013-08-28 3:44:5,64.5161,0
2013-08-28 3:44:6,72.2892,0
2013-08-28 3:44:7,71.4286,0
2013-08-28 3:44:8,72.2892,0
2013-08-28 3:44:9,74.0741,0
2013-08-28 3:44:9,74.0741,0
2013-08-28 3:44:10,71.4286,0
2013-08-28 3:44:12,57.6923,1
2013-08-28 3:44:13,61.2245,0
2013-08-28 3:44:14,68.9655,0
2013-08-28 3:44:15,68.1818,0
2013-08-28 3:44:16,63.1579,0
2013-08-28 3:44:17,58.2524,0
2013-08-28 3:44:18,57.6923,0
2013-08-28 3:44:19,60.6061,0
2013-08-28 3:44:20,61.8557,0
2013-08-28 3:44:21,62.5,0
2013-08-28 3:44:22,64.5161,0
2013-08-28 3:44:23,65.2174,0
2013-08-28 3:44:24,65.2174,0
2013-08-28 3:44:25,66.6667,0
2013-08-28 3:44:25,66.6667,0
2013-08-28 3:44:26,65.9341,0
2013-08-28 3:44:27,66.6667,0
2013-08-28 3:44:28,67.4157,0
2013-08-28 3:44:29,68.9655,0
2013-08-28 3:44:30,72.2892,0
2013-08-28 3:44:31,71.4286,0
2013-08-28 3:44:32,67.4157,0
2013-08-28 3:44:34,56.6038,1
2013-08-28 3:44:35,57.6923,0
2013-08-28 3:44:36,57.1429,0
2013-08-28 3:44:38,53.0973,1
2013-08-28 3:44:39,56.0748,0
2013-08-28 3:44:40,55.5556,0
2013-08-28 3:44:41,55.5556,0
2013-08-28 3:44:42,59.4059,0
2013-08-28 3:44:43,62.5,0
2013-08-28 3:44:44,61.2245,0
2013-08-28 3:44:45,64.5161,0
2013-08-28 3:44:46,62.5,0
2013-08-28 3:44:47,59.4059,0
2013-08-28 3:44:48,60,0
2013-08-28 3:44:49,63.1579,0
2013-08-28 3:44:50,61.8557,0
2013-08-28 3:44:51,58.8235,0
2013-08-28 3:44:52,62.5,0
2013-08-28 3:44:53,60,0
2013-08-28 3:44:54,56.6038,0
2013-08-28 3:44:55,58.8235,0
2013-08-28 3:44:56,55.0459,0
2013-08-28 3:44:57,57.1429,0
2013-08-28 3:44:58,65.9341,0
2013-08-28 3:44:59,70.5882,0
2013-08-28 3:45:1,70.5882,1
2013-08-28 3:45:2,73.1707,0
2013-08-28 3:45:2,70.5882,0
2013-08-28 3:45:3,68.1818,0
2013-08-28 3:45:4,75,0
2013-08-28 3:45:5,75.9494,0
2013-08-28 3:45:6,77.9221,0
2013-08-28 3:45:7,73.1707,0
2013-08-28 3:45:8,62.5,1
2013-08-28 3:45:9,69.7674,0
2013-08-28 3:45:10,68.9655,0
2013-08-28 3:45:11,65.2174,0
2013-08-28 3:45:12,57.6923,0
2013-08-28 3:45:13,61.8557,0
2013-08-28 3:45:14,60.6061,0
2013-08-28 3:45:15,57.6923,0
2013-08-28 3:45:16,58.8235,0
2013-08-28 3:45:17,59.4059,0
2013-08-28 3:45:18,59.4059,0
2013-08-28 3:45:19,56.6038,0
2013-08-28 3:45:20,57.1429,0
2013-08-28 3:45:21,60.6061,0
2013-08-28 3:45:22,60,0
2013-08-28 3:45:23,57.1429,0
2013-08-28 3:45:24,60,0
2013-08-28 3:45:25,61.8557,0
2013-08-28 3:45:26,61.2245,0
2013-08-28 3:45:27,58.2524,0
2013-08-28 3:45:28,61.8557,0
2013-08-28 3:45:29,57.6923,0
2013-08-28 3:45:30,57.6923,0
2013-08-28 3:45:31,58.2524,0
2013-08-28 3:45:32,55.5556,0
2013-08-28 3:45:33,58.2524,0
2013-08-28 3:45:34,58.8235,0
2013-08-28 3:45:36,55.5556,0
2013-08-28 3:45:37,57.6923,0
2013-08-28 3:45:38,57.1429,0
2013-08-28 3:45:39,51.7241,0
2013-08-28 3:45:40,49.5868,0
2013-08-28 3:45:41,46.875,0
2013-08-28 3:45:42,46.875,0
2013-08-28 3:45:44,49.1803,0
2013-08-28 3:45:45,54.5455,0
2013-08-28 3:45:46,48.3871,0
2013-08-28 3:45:49,45.1128,1
2013-08-28 3:45:50,42.2535,0
2013-08-28 3:45:53,41.3793,1
2013-08-28 3:45:54,39.7351,0
2013-08-28 3:45:56,39.7351,0
2013-08-28 3:45:57,40.2685,0
2013-08-28 3:45:59,39.7351,0
2013-08-28 3:46:0,37.7358,0
2013-08-28 3:46:2,36.1446,0
2013-08-28 3:46:4,40.8163,0
2013-08-28 3:46:5,39.2157,0
2013-08-28 3:46:7,38.4615,0
2013-08-28 3:46:8,36.5854,0
2013-08-28 3:46:10,36.1446,0
2013-08-28 3:46:11,41.6667,0
2013-08-28 3:46:25,100,1
2013-08-28 3:46:25,100,0
2013-08-28 3:46:26,96.7742,0
2013-08-28 3:46:26,98.3607,0
2013-08-28 3:46:27,98.3607,0
2013-08-28 3:46:28,95.2381,0
2013-08-28 3:46:28,96.7742,0
2013-08-28 3:46:29,95.2381,0
2013-08-28 3:46:30,93.75,0
2013-08-28 3:46:30,95.2381,0
2013-08-28 3:46:31,95.2381,0
2013-08-28 3:46:31,96.7742,0
2013-08-28 3:46:32,96.7742,0
2013-08-28 3:46:33,98.3607,0
2013-08-28 3:46:33,96.7742,0
2013-08-28 3:46:34,93.75,0
2013-08-28 3:46:42,73.1707,1
2013-08-28 3:46:43,71.4286,0
2013-08-28 3:46:45,67.4157,1
2013-08-28 3:46:46,67.4157,0
2013-08-28 3:46:52,57.6923,1
2013-08-28 3:46:53,65.9341,0
2013-08-28 3:46:54,64.5161,0
2013-08-28 3:46:55,67.4157,0
2013-08-28 3:46:56,66.6667,0
2013-08-28 3:46:56,68.1818,0
2013-08-28 3:46:57,68.1818,0
2013-08-28 3:46:58,61.2245,0
2013-08-28 3:47:0,54.5455,1
2013-08-28 3:47:1,59.4059,0
2013-08-28 3:47:3,65.2174,0
2013-08-28 3:47:3,64.5161,0
2013-08-28 3:47:6,54.0541,1
2013-08-28 3:47:7,58.8235,0
2013-08-28 3:47:8,59.4059,0
2013-08-28 3:47:9,56.0748,0
2013-08-28 3:47:10,51.7241,0
2013-08-28 3:47:11,50.8475,0
2013-08-28 3:47:12,57.1429,0
2013-08-28 3:47:13,54.5455,0
2013-08-28 3:47:14,52.6316,0
2013-08-28 3:47:15,53.0973,0
2013-08-28 3:47:17,58.8235,0
2013-08-28 3:47:18,64.5161,0
2013-08-28 3:47:19,65.9341,0
2013-08-28 3:47:19,65.9341,0
2013-08-28 3:47:20,67.4157,0
2013-08-28 3:47:21,70.5882,0
2013-08-28 3:47:23,73.1707,1
2013-08-28 3:47:24,65.2174,0
2013-08-28 3:47:25,58.8235,0
2013-08-28 3:47:26,67.4157,0
2013-08-28 3:47:27,70.5882,0
2013-08-28 3:47:27,69.7674,0
2013-08-28 3:47:28,65.9341,0
2013-08-28 3:47:29,64.5161,0
2013-08-28 3:47:30,68.9655,0
2013-08-28 3:47:31,70.5882,0
2013-08-28 3:47:32,73.1707,0
2013-08-28 3:47:33,71.4286,0
2013-08-28 3:47:33,68.9655,0
2013-08-28 3:47:34,68.9655,0
2013-08-28 3:47:35,71.4286,0
2013-08-28 3:47:36,75,0
2013-08-28 3:47:37,74.0741,0
2013-08-28 3:47:38,71.4286,0
2013-08-28 3:47:38,64.5161,0
2013-08-28 3:47:39,63.8298,0
2013-08-28 3:47:40,68.9655,0
2013-08-28 3:47:41,72.2892,0
2013-08-28 3:47:42,68.1818,0
2013-08-28 3:47:45,57.1429,1
2013-08-28 3:47:46,59.4059,0
2013-08-28 3:47:47,56.6038,0
2013-08-28 3:47:48,57.6923,0
2013-08-28 3:47:49,61.8557,0
2013-08-28 3:47:50,58.8235,0
2013-08-28 3:47:53,51.2821,1
2013-08-28 3:47:54,58.8235,0
2013-08-28 3:47:55,63.1579,0
2013-08-28 3:47:56,61.2245,0
2013-08-28 3:47:58,60,1
2013-08-28 3:47:59,63.8298,0
2013-08-28 3:48:0,66.6667,0
2013-08-28 3:48:1,63.8298,0
2013-08-28 3:48:2,65.2174,0
2013-08-28 3:48:3,68.9655,0
2013-08-28 3:48:3,71.4286,0
2013-08-28 3:48:4,73.1707,0
2013-08-28 3:48:5,75,0
2013-08-28 3:48:6,75.9494,0
2013-08-28 3:48:8,78.9474,1
2013-08-28 3:48:10,81.0811,1
2013-08-28 3:48:10,81.0811,0
2013-08-28 3:48:11,83.3333,0
2013-08-28 3:48:12,84.507,0
2013-08-28 3:48:13,84.507,0
2013-08-28 3:48:13,85.7143,0
2013-08-28 3:48:14,86.9565,0
2013-08-28 3:48:15,86.9565,0
2013-08-28 3:48:15,86.9565,0
2013-08-28 3:48:16,86.9565,0
2013-08-28 3:48:17,88.2353,0
2013-08-28 3:48:17,85.7143,0
2013-08-28 3:48:18,85.7143,0
2013-08-28 3:48:19,83.3333,0
2013-08-28 3:48:20,82.1918,0
2013-08-28 3:48:20,80,0
2013-08-28 3:48:21,77.9221,0
2013-08-28 3:48:22,75.9494,0
2013-08-28 3:48:23,76.9231,0
2013-08-28 3:48:23,76.9231,0
2013-08-28 3:48:24,75.9494,0
2013-08-28 3:48:25,75.9494,0
2013-08-28 3:48:26,69.7674,0
2013-08-28 3:48:29,64.5161,1
2013-08-28 3:48:30,70.5882,0
2013-08-28 3:48:30,73.1707,0
2013-08-28 3:48:31,72.2892,0
2013-08-28 3:48:32,71.4286,0
2013-08-28 3:48:33,74.0741,0
2013-08-28 3:48:34,75,0
2013-08-28 3:48:34,77.9221,0
2013-08-28 3:48:35,80,0
2013-08-28 3:48:36,82.1918,0
2013-08-28 3:48:37,83.3333,0
2013-08-28 3:48:37,78.9474,0
2013-08-28 3:48:38,72.2892,0
2013-08-28 3:48:39,67.4157,0
2013-08-28 3:48:40,68.9655,0
2013-08-28 3:48:41,65.2174,0
2013-08-28 3:48:42,63.8298,0
2013-08-28 3:48:43,62.5,0
2013-08-28 3:48:44,62.5,0
2013-08-28 3:48:45,66.6667,0
2013-08-28 3:48:45,70.5882,0
2013-08-28 3:48:46,71.4286,0
2013-08-28 3:48:47,71.4286,0
2013-08-28 3:48:48,73.1707,0
2013-08-28 3:48:53,65.2174,1
2013-08-28 3:48:54,73.1707,0
2013-08-28 3:48:55,75,0
2013-08-28 3:48:55,75.9494,0
2013-08-28 3:48:56,73.1707,0
2013-08-28 3:48:57,69.7674,0
2013-08-28 3:48:58,64.5161,0
2013-08-28 3:49:2,57.1429,1
2013-08-28 3:49:3,54.0541,0
2013-08-28 3:49:4,54.0541,0
2013-08-28 3:49:6,53.0973,0
2013-08-28 3:49:7,52.6316,0
2013-08-28 3:49:8,54.5455,0
2013-08-28 3:49:9,57.1429,0
2013-08-28 3:49:10,58.8235,0
2013-08-28 3:49:11,63.1579,0
2013-08-28 3:49:12,59.4059,0
2013-08-28 3:49:14,51.2821,1
2013-08-28 3:49:15,60,0
2013-08-28 3:49:16,65.2174,0
2013-08-28 3:49:17,60.6061,0
2013-08-28 3:49:18,54.5455,0
2013-08-28 3:49:19,53.0973,0
2013-08-28 3:49:21,53.0973,0
2013-08-28 3:49:22,54.5455,0
2013-08-28 3:49:23,53.0973,0
2013-08-28 3:49:24,53.0973,0
2013-08-28 3:49:25,56.0748,0
2013-08-28 3:49:26,53.5714,0
2013-08-28 3:49:27,54.0541,0
2013-08-28 3:49:28,52.6316,0
2013-08-28 3:49:30,51.2821,0
2013-08-28 3:49:31,55.5556,0
2013-08-28 3:49:32,56.0748,0
2013-08-28 3:49:33,57.6923,0
2013-08-28 3:49:34,59.4059,0
2013-08-28 3:49:37,68.1818,1
2013-08-28 3:49:39,58.2524,1
2013-08-28 3:49:40,66.6667,0
2013-08-28 3:49:41,69.7674,1
2013-08-28 3:49:42,67.4157,0
2013-08-28 3:49:43,61.2245,0
2013-08-28 3:49:44,63.8298,0
2013-08-28 3:49:45,65.9341,0
2013-08-28 3:49:46,61.2245,0
2013-08-28 3:49:47,58.8235,0
2013-08-28 3:49:48,60,0
2013-08-28 3:49:49,62.5,0
2013-08-28 3:49:50,65.9341,0
2013-08-28 3:49:51,62.5,0
2013-08-28 3:49:52,58.2524,0
2013-08-28 3:49:53,53.5714,0
2013-08-28 3:49:54,53.0973,0
2013-08-28 3:49:55,55.5556,0
2013-08-28 3:49:56,58.2524,0
2013-08-28 3:49:57,57.1429,0
2013-08-28 3:49:58,55.5556,0
2013-08-28 3:49:59,54.0541,0
2013-08-28 3:50:0,52.6316,0
2013-08-28 3:50:2,53.0973,0
2013-08-28 3:50:3,54.5455,0
2013-08-28 3:50:4,52.6316,0
2013-08-28 3:50:5,53.0973,0
2013-08-28 3:50:6,53.5714,0
2013-08-28 3:50:7,56.0748,0
2013-08-28 3:50:8,62.5,0
2013-08-28 3:50:9,64.5161,0
2013-08-28 3:50:11,48.7805,1
2013-08-28 3:50:13,55.0459,0
2013-08-28 3:50:14,61.2245,0
2013-08-28 3:50:15,58.8235,0
2013-08-28 3:50:16,56.0748,0
2013-08-28 3:50:17,59.4059,0
2013-08-28 3:50:18,54.0541,0
2013-08-28 3:50:19,55.5556,0
2013-08-28 3:50:20,56.6038,0
2013-08-28 3:50:21,53.5714,0
2013-08-28 3:50:22,54.0541,0
2013-08-28 3:50:23,57.1429,0
2013-08-28 3:50:24,57.6923,0
2013-08-28 3:50:25,60.6061,0
2013-08-28 3:50:26,65.2174,0
2013-08-28 3:50:27,56.0748,0
2013-08-28 3:50:28,58.2524,0
2013-08-28 3:50:29,63.1579,0
2013-08-28 3:50:30,62.5,0
2013-08-28 3:50:31,57.6923,0
2013-08-28 3:50:32,67.4157,0
2013-08-28 3:50:34,70.5882,1
2013-08-28 3:50:35,66.6667,0
2013-08-28 3:50:36,65.2174,0
2013-08-28 3:50:37,68.9655,0
2013-08-28 3:50:38,71.4286,0
2013-08-28 3:50:38,62.5,0
2013-08-28 3:50:39,54.0541,0
2013-08-28 3:50:40,58.8235,0
2013-08-28 3:50:41,55.5556,0
2013-08-28 3:50:43,52.6316,0
2013-08-28 3:50:44,54.0541,0
2013-08-28 3:50:45,55.0459,0
2013-08-28 3:50:46,57.1429,0
2013-08-28 3:50:47,58.2524,0
2013-08-28 3:50:48,56.6038,0
2013-08-28 3:50:49,56.6038,0
2013-08-28 3:50:50,56.0748,0
2013-08-28 3:50:51,57.1429,0
2013-08-28 3:50:52,57.1429,0
2013-08-28 3:50:53,56.6038,0
2013-08-28 3:50:54,61.2245,0
2013-08-28 3:50:55,63.1579,0
2013-08-28 3:50:56,63.1579,0
2013-08-28 3:50:57,60.6061,0
2013-08-28 3:50:58,62.5,0
2013-08-28 3:50:59,58.2524,0
2013-08-28 3:51:0,54.0541,0
2013-08-28 3:51:1,58.2524,0
2013-08-28 3:51:2,55.0459,0
2013-08-28 3:51:3,53.0973,0
2013-08-28 3:51:5,57.6923,0
2013-08-28 3:51:6,56.0748,0
2013-08-28 3:51:7,57.1429,0
2013-08-28 3:51:9,68.9655,1
2013-08-28 3:51:10,60.6061,0
2013-08-28 3:51:11,68.9655,0
2013-08-28 3:51:12,71.4286,0
2013-08-28 3:51:13,69.7674,0
2013-08-28 3:51:14,69.7674,0
2013-08-28 3:51:15,68.9655,0
2013-08-28 3:51:16,71.4286,0
2013-08-28 3:51:16,69.7674,0
2013-08-28 3:51:19,57.6923,1
2013-08-28 3:51:21,57.6923,0
2013-08-28 3:51:22,54.5455,0
2013-08-28 3:51:23,53.0973,0
2013-08-28 3:51:24,54.5455,0
2013-08-28 3:51:25,55.5556,0
2013-08-28 3:51:26,55.5556,0
2013-08-28 3:51:27,55.0459,0
2013-08-28 3:51:28,54.5455,0
2013-08-28 3:51:29,56.0748,0
2013-08-28 3:51:30,56.6038,0
2013-08-28 3:51:31,56.0748,0
2013-08-28 3:51:32,55.5556,0
2013-08-28 3:51:34,55.5556,0
2013-08-28 3:51:35,57.6923,0
2013-08-28 3:51:36,60,0
2013-08-28 3:51:37,58.8235,0
2013-08-28 3:51:38,58.2524,0
2013-08-28 3:51:39,55.5556,0
2013-08-28 3:51:40,56.6038,0
2013-08-28 3:51:41,62.5,0
2013-08-28 3:51:42,58.8235,0
2013-08-28 3:51:43,54.0541,0
2013-08-28 3:51:44,52.1739,0
2013-08-28 3:51:45,60,0
2013-08-28 3:51:46,68.1818,0
2013-08-28 3:51:47,65.9341,0
2013-08-28 3:51:49,53.0973,1
2013-08-28 3:51:50,56.0748,0
2013-08-28 3:51:51,59.4059,0
2013-08-28 3:51:52,61.2245,0
2013-08-28 3:51:53,58.8235,0
2013-08-28 3:51:54,55.5556,0
2013-08-28 3:51:55,53.5714,0
2013-08-28 3:51:56,50.4202,0
2013-08-28 3:51:58,53.0973,0
2013-08-28 3:51:59,53.0973,0
2013-08-28 3:52:0,50.8475,0
2013-08-28 3:52:1,52.1739,0
2013-08-28 3:52:2,55.5556,0
2013-08-28 3:52:3,53.5714,0
2013-08-28 3:52:4,48.7805,0
2013-08-28 3:52:6,53.0973,0
2013-08-28 3:52:7,57.1429,0
2013-08-28 3:52:8,56.6038,0
2013-08-28 3:52:9,65.2174,0
2013-08-28 3:52:11,61.2245,1
2013-08-28 3:52:13,55.0459,1
2013-08-28 3:52:14,59.4059,0
2013-08-28 3:52:15,59.4059,0
2013-08-28 3:52:16,55.5556,0
2013-08-28 3:52:17,55.5556,0
2013-08-28 3:52:18,56.6038,0
2013-08-28 3:52:19,51.2821,0
2013-08-28 3:52:20,54.0541,0
2013-08-28 3:52:22,48.7805,0
2013-08-28 3:52:23,52.1739,0
2013-08-28 3:52:24,53.5714,0
2013-08-28 3:52:25,51.2821,0
2013-08-28 3:52:26,53.5714,0
2013-08-28 3:52:27,57.1429,0
2013-08-28 3:52:28,55.5556,0
2013-08-28 3:52:29,56.6038,0
2013-08-28 3:52:31,60.6061,0
2013-08-28 3:52:31,60.6061,0
2013-08-28 3:52:32,54.0541,0
2013-08-28 3:52:34,55.5556,0
2013-08-28 3:52:35,57.6923,0
2013-08-28 3:52:36,55.0459,0
2013-08-28 3:52:37,58.2524,0
2013-08-28 3:52:38,58.8235,0
2013-08-28 3:52:39,55.0459,0
2013-08-28 3:52:40,60,0
2013-08-28 3:52:41,63.8298,0
2013-08-28 3:52:42,62.5,0
2013-08-28 3:52:43,62.5,0
2013-08-28 3:52:45,70.5882,1
2013-08-28 3:52:46,68.9655,0
2013-08-28 3:52:47,73.1707,0
2013-08-28 3:52:48,74.0741,0
2013-08-28 3:52:50,75.9494,1
2013-08-28 3:52:50,76.9231,0
2013-08-28 3:52:51,78.9474,0
2013-08-28 3:52:55,78.9474,1
2013-08-28 3:53:2,54.5455,1
2013-08-28 3:53:3,53.5714,0
2013-08-28 3:53:4,54.0541,0
2013-08-28 3:53:5,55.5556,0
2013-08-28 3:53:7,57.1429,0
2013-08-28 3:53:8,54.5455,0
2013-08-28 3:53:9,53.0973,0
2013-08-28 3:53:10,55.5556,0
2013-08-28 3:53:11,54.5455,0
2013-08-28 3:53:12,57.1429,0
2013-08-28 3:53:13,57.6923,0
2013-08-28 3:53:14,60,0
2013-08-28 3:53:15,55.0459,0
2013-08-28 3:53:16,54.0541,0
2013-08-28 3:53:17,57.6923,0
2013-08-28 3:53:18,57.6923,0
2013-08-28 3:53:19,54.5455,0
2013-08-28 3:53:20,57.1429,0
2013-08-28 3:53:22,52.1739,0
2013-08-28 3:53:23,52.1739,0
2013-08-28 3:53:24,57.1429,0
2013-08-28 3:53:25,59.4059,0
2013-08-28 3:53:26,53.5714,0
2013-08-28 3:53:27,60.6061,0
2013-08-28 3:53:30,65.2174,1
2013-08-28 3:53:31,55.5556,0
2013-08-28 3:53:33,69.7674,1
2013-08-28 3:53:33,61.8557,0
2013-08-28 3:53:34,61.2245,0
2013-08-28 3:53:35,63.1579,0
2013-08-28 3:53:36,63.1579,0
2013-08-28 3:53:37,64.5161,0
2013-08-28 3:53:38,57.6923,0
2013-08-28 3:53:39,54.5455,0
2013-08-28 3:53:40,55.5556,0
2013-08-28 3:53:41,52.1739,0
2013-08-28 3:53:43,52.1739,0
2013-08-28 3:53:44,54.5455,0
2013-08-28 3:53:45,53.5714,0
2013-08-28 3:53:46,57.1429,0
2013-08-28 3:53:47,54.0541,0
2013-08-28 3:53:48,55.5556,0
2013-08-28 3:53:49,60,0
2013-08-28 3:53:50,61.8557,0
2013-08-28 3:53:51,53.5714,0
2013-08-28 3:53:52,52.6316,0
2013-08-28 3:53:53,54.5455,0
2013-08-28 3:53:55,52.1739,0
2013-08-28 3:53:56,52.6316,0
2013-08-28 3:53:57,57.1429,0
2013-08-28 3:53:58,56.6038,0
2013-08-28 3:53:59,53.0973,0
2013-08-28 3:54:0,56.6038,0
2013-08-28 3:54:1,57.6923,0
2013-08-28 3:54:2,58.8235,0
2013-08-28 3:54:5,64.5161,1
2013-08-28 3:54:6,62.5,0
2013-08-28 3:54:7,69.7674,0
2013-08-28 3:54:8,63.8298,0
2013-08-28 3:54:9,54.0541,0
2013-08-28 3:54:10,61.2245,0
2013-08-28 3:54:11,66.6667,0
2013-08-28 3:54:12,65.9341,0
2013-08-28 3:54:12,61.2245,0
